type_id,name,daily_upd,daily_creat,update_pct
85931,Chimera Arkombine Arisen SKIN,   39.63,    3.50,  91.88
91942,State Defense Booster III,   32.50,    2.88,  91.87
28746,Thukker Medium Shield Extender,   31.00,    2.75,  91.85
52240,Zorya's Supratidal Entropic Disintegrator,   41.50,    3.75,  91.71
92040,Nertic EC-600-I,   31.50,    2.88,  91.64
18909,Corpus B-Type Kinetic Armor Hardener,   23.25,    2.13,  91.63
31642,Capital Warhead Flare Catalyst II,   19.13,    1.75,  91.62
31462,Medium Energy Collision Accelerator II,   16.13,    1.50,  91.49
23817,Medium 'Ditch' Energy Neutralizer,   18.75,    1.75,  91.46
60759,Drekavac Copper Lightning SKIN,   19.88,    1.88,  91.38
31368,Capital Ancillary Current Router II,   15.88,    1.50,  91.37
26310,Large Low Friction Nozzle Joints II,   39.38,    3.75,  91.30
19277,Gist A-Type Thermal Shield Hardener,   15.75,    1.50,  91.30
85473,Glorified Unstable 50MN Microwarpdrive Mutaplasmid,   26.13,    2.50,  91.27
21491,Synthetic Hull Conversion Overdrive Injector,   16.88,    1.63,  91.22
25890,Large Kinetic Armor Reinforcer I,   24.63,    2.38,  91.20
54774,MesmerFlux Condenser Pack M,   19.00,    1.88,  91.02
15703,Republic Fleet Multispectrum Coating,   29.00,    2.88,  90.98
91923,Republic Electronics Booster II,   15.13,    1.50,  90.98
92034,Huntsman SW-600-I,   46.00,    4.63,  90.86
23785,'Bailey' 1600mm Steel Plates,   38.50,    3.88,  90.86
19548,Inherent Implants 'Noble' Remote Armor Repair Systems RA-705,   14.88,    1.50,  90.84
19266,Pith B-Type EM Shield Hardener,   55.38,    5.63,  90.78
31091,Medium Salvage Tackle II,   23.38,    2.38,  90.78
31029,Medium Kinetic Armor Reinforcer II,   41.63,    4.25,  90.74
52244,Veles Entropic Radiation Sink,   25.63,    2.63,  90.71
92572,Crystalline Kangite,   34.13,    3.50,  90.70
12235,Amarr Control Tower,   14.63,    1.50,  90.70
26298,Large Remote Repair Augmentor II,   34.00,    3.50,  90.67
85549,Glorified Unstable X-Large Shield Booster Mutaplasmid,   25.50,    2.63,  90.67
47035,Standup Templar I,   25.38,    2.63,  90.63
13827,True Sansha Heavy Beam Laser,   22.88,    2.38,  90.59
91932,Imperial Defense Booster I,   32.00,    3.38,  90.46
26416,Large Hydraulic Bay Thrusters II,   29.25,    3.13,  90.35
91929,Imperial Electronics Booster II,   23.25,    2.50,  90.29
31604,Small Hydraulic Bay Thrusters II,  122.88,   13.25,  90.27
26412,Large Warhead Flare Catalyst II,   38.25,    4.13,  90.27
85478,Glorified Unstable 100MN Afterburner Mutaplasmid,   17.25,    1.88,  90.20
95525,Dragoon Navy Issue Forever Creative SKIN,   19.50,    2.13,  90.17
18684,Core C-Type 100MN Afterburner,   44.50,    4.88,  90.13
31534,Medium Hybrid Burst Aerator II,   31.88,    3.50,  90.11
48744,'Subverted' JVN-UC49,   14.75,    1.63,  90.08
3218,Harvester Mining Drone,   27.13,    3.00,  90.04
52226,Unstable Damage Control Mutaplasmid,   20.25,    2.25,  90.00
95527,Talwar Fleet Issue Forever Creative SKIN,   19.13,    2.13,  90.00
54403,Mid-grade Hydra Omega,   30.25,    3.38,  89.96
28786,Syndicate 800mm Steel Plates,   21.25,    2.38,  89.95
18696,Core A-Type 100MN Afterburner,   14.50,    1.63,  89.92
94152,Abaddon Mandate of Faith SKIN,   20.75,    2.38,  89.73
26326,Large Drone Durability Enhancer II,   20.75,    2.38,  89.73
18907,Centus B-Type Explosive Armor Hardener,   23.88,    2.75,  89.67
40565,Tyrfing II,   18.38,    2.13,  89.63
31502,Small Algid Hybrid Administrations Unit I,   30.25,    3.50,  89.63
91958,Federation Mobility Booster II,   19.38,    2.25,  89.60
85516,Glorified Unstable Large Cap Battery Mutaplasmid,   19.13,    2.25,  89.47
37623,Corpii B-Type Small Energy Neutralizer,   17.00,    2.00,  89.47
92821,Compressed Kangite X-Grade,   29.50,    3.50,  89.39
20637,'Posse' Multispectrum Shield Hardener,   60.00,    7.13,  89.39
26444,Large Core Defense Capacitor Safeguard II,   51.50,    6.13,  89.37
2945,Dual 425mm AutoCannon II,   20.88,    2.50,  89.30
31282,Medium Ionic Field Projector II,   23.88,    2.88,  89.25
25888,Large Explosive Armor Reinforcer I,   33.13,    4.00,  89.23
85512,Glorified Unstable Medium Energy Nosferatu Mutaplasmid,   20.50,    2.50,  89.13
47138,Standup Dragonfly I,   16.25,    2.00,  89.04
40564,Gungnir II,   25.38,    3.13,  89.04
18867,Centum A-Type Thermal Energized Membrane,  127.25,   15.75,  88.99
18668,Gist B-Type 100MN Afterburner,   21.13,    2.63,  88.95
14297,Limited Memory Augmentation - Beta,  123.25,   15.38,  88.91
40561,Malleus II,   23.88,    3.00,  88.84
85452,Glorified Unstable Medium Armor Repairer Mutaplasmid,   14.75,    1.88,  88.72
85469,Glorified Unstable 5MN Microwarpdrive Mutaplasmid,   31.25,    4.00,  88.65
92036,Tick EV-300-I,   20.50,    2.63,  88.65
91954,State Mobility Booster III,   30.25,    3.88,  88.64
23149,Blood Raider Regular Ballistic Control,   67.25,    8.63,  88.63
3136,Zainou 'Deadeye' Rapid Launch RL-1002,   25.25,    3.25,  88.60
26328,Large Drone Mining Augmentor II,   20.38,    2.63,  88.59
11556,Pulse Shield Emitter,   60.13,    7.75,  88.58
63140,Industrial Jump Portal Generator I,   31.00,    4.00,  88.57
92818,Compressed Raspite X-Grade,   34.75,    4.50,  88.54
29045,Capital Electrolytic Capacitor Unit,   16.38,    2.13,  88.51
34718,Federation Navy Comet Police SKIN,   15.38,    2.00,  88.49
42522,Pulse Activated Nexus Invulnerability Core,   20.13,    2.63,  88.46
91977,Republic Hardpoint Booster III,   14.38,    1.88,  88.46
37850,Standup Light Guided Bomb,   14.38,    1.88,  88.46
91941,State Defense Booster II,   19.13,    2.50,  88.44
85465,Glorified Unstable 1MN Afterburner Mutaplasmid,   15.25,    2.00,  88.41
91286,Noctis Refined Resourcer SKIN,   14.25,    1.88,  88.37
3536,CONCORD Capital Remote Armor Repairer,   63.25,    8.38,  88.31
31342,Medium Targeting Systems Stabilizer II,   22.50,    3.00,  88.24
15786,Imperial Navy Heavy Capacitor Booster,   35.38,    4.75,  88.16
57123,High-grade Rapture Alpha,   16.75,    2.25,  88.16
92037,Mosquito EV-600-I,   17.63,    2.38,  88.13
93741,Megathron Navy Issue Capsuleer Day XXIII SKIN,   18.50,    2.50,  88.10
18905,Corpus B-Type Explosive Armor Hardener,   14.75,    2.00,  88.06
92571,Crystalline Moissanite,   32.25,    4.38,  88.05
31113,Medium Auxiliary Thrusters II,   78.25,   10.63,  88.05
23151,Blood Raider Weapon Integration Unit,   16.50,    2.25,  88.00
31674,Small Projectile Burst Aerator II,   20.13,    2.75,  87.98
31328,Small Targeting System Subcontroller II,   38.38,    5.25,  87.97
26068,Large Hyperspatial Velocity Optimizer I,   34.25,    4.75,  87.82
31049,Capital Auxiliary Nano Pump II,   18.75,    2.63,  87.72
31762,Capital Thermal Shield Reinforcer II,   33.88,    4.75,  87.70
20452,Hexa 2500mm Repeating Cannon I,   14.25,    2.00,  87.69
443,Ship Scanner I,   27.50,    3.88,  87.65
3017,Gatling Pulse Laser II,   18.50,    2.63,  87.57
57126,High-grade Rapture Delta,   20.13,    2.88,  87.50
18961,Core B-Type Kinetic Armor Hardener,   17.50,    2.50,  87.50
18658,Gistii C-Type 1MN Afterburner,   16.63,    2.38,  87.50
21214,Blood Standard M,   14.88,    2.13,  87.50
31039,Small Thermal Armor Reinforcer II,   57.25,    8.25,  87.40
60242,Stratios Aspirant Soldier SKIN,   15.50,    2.25,  87.32
47362,Standup Layered Armor Plating II,   30.75,    4.50,  87.23
15709,Imperial Navy Explosive Armor Hardener,   25.63,    3.75,  87.23
32047,Medium Drone Mining Augmentor II,   21.25,    3.13,  87.18
85654,Glorified Unstable Ballistic Control System Mutaplasmid,   27.88,    4.13,  87.11
54745,Medium Vorton Projector I,   19.38,    2.88,  87.08
40358,Equite I,   14.25,    2.13,  87.02
3534,CONCORD Capital Armor Repairer,   78.75,   11.75,  87.02
19237,Gistum C-Type Thermal Shield Amplifier,   50.25,    7.50,  87.01
91972,State Hardpoint Booster II,   35.00,    5.25,  86.96
13925,Domination Light Missile Launcher,   15.00,    2.25,  86.96
28437,Compressed Gelidus,   29.00,    4.38,  86.89
28796,Mid-grade Nomad Alpha,   33.13,    5.00,  86.89
45602,Tengu Offensive - Magnetic Infusion Basin,   43.00,    6.50,  86.87
53855,Low-grade Nirvana Gamma,   14.88,    2.25,  86.86
18666,Gistum B-Type 10MN Afterburner,  122.00,   18.50,  86.83
12261,Heavy Energy Nosferatu I,   14.75,    2.25,  86.76
12765,Tremor L,   18.00,    2.75,  86.75
31532,Small Hybrid Burst Aerator II,   43.25,    6.63,  86.72
23894,'Page' Capacitor Flux Coil I,   32.63,    5.00,  86.71
91944,Federation Defense Booster II,   17.75,    2.75,  86.59
570,250mm Railgun I,   16.75,    2.63,  86.45
19265,Gist B-Type EM Shield Hardener,   15.13,    2.38,  86.43
41191,Sentient Sensor Booster,  110.63,   17.50,  86.34
31071,Medium Nanobot Accelerator II,   21.75,    3.50,  86.14
18700,Corpii C-Type Multispectrum Coating,   18.63,    3.00,  86.13
91960,Republic Mobility Booster II,   30.25,    4.88,  86.12
34487,Syndicate Reinforced Bulkheads,   20.88,    3.38,  86.08
13919,Domination Rapid Light Missile Launcher,   15.38,    2.50,  86.01
94156,Rokh State Regulator SKIN,   16.88,    2.75,  85.99
94158,Svipul Stark Strategist SKIN,   48.00,    7.88,  85.91
93072,Viator Pride of the Federation SKIN,   16.00,    2.63,  85.91
20783,Domination EMP M,   36.50,    6.00,  85.88
15705,Imperial Navy Thermal Armor Hardener,   31.75,    5.25,  85.81
37629,Corpus B-Type Heavy Energy Neutralizer,   18.13,    3.00,  85.80
16067,Caldari Navy Torpedo Launcher,   20.38,    3.38,  85.79
91953,State Mobility Booster II,   25.63,    4.25,  85.77
19313,Coreli C-Type 5MN Microwarpdrive,   30.00,    5.00,  85.71
23868,'Warhammer' Large EMP Smartbomb,   18.75,    3.13,  85.71
21478,50MN Digital Booster Microwarpdrive,   18.00,    3.00,  85.71
18662,Gist C-Type 100MN Afterburner,   14.25,    2.38,  85.71
91939,Imperial Defense Booster II,   23.88,    4.00,  85.65
15967,Federation Navy Remote Tracking Computer,   16.25,    2.75,  85.53
47139,Standup Firbolg I,   15.38,    2.63,  85.42
18859,Centum B-Type Explosive Energized Membrane,   43.13,    7.38,  85.40
19119,Corpus X-Type Heavy Energy Nosferatu,   72.25,   12.38,  85.38
27349,Guristas Inferno Torpedo,   47.38,    8.13,  85.36
31652,Medium Warhead Rigor Catalyst II,   24.00,    4.13,  85.33
19689,Eifyr and Co. 'Gunslinger' Medium Projectile Turret MP-805,   22.50,    3.88,  85.31
16656,Fernite Alloy,   18.13,    3.13,  85.29
62630,Large Mercoxit Compressor I,   15.88,    2.75,  85.23
33900,Large Transverse Bulkhead II,   28.13,    4.88,  85.23
28848,Anshar,   30.25,    5.25,  85.21
91927,State Electronics Booster II,   15.00,    2.63,  85.11
90501,Unstable Ice Mining Laser Mutaplasmid,  119.63,   21.00,  85.07
3140,Zainou 'Deadeye' Rapid Launch RL-1006,   30.50,    5.38,  85.02
47342,Standup Ballistic Control System II,   41.13,    7.25,  85.01
41456,CONCORD 25000mm Steel Plates,   65.00,   11.50,  84.97
25896,Large Auxiliary Nano Pump I,   29.38,    5.25,  84.84
91916,Imperial Electronics Booster I,   16.75,    3.00,  84.81
27064,Capital Auxiliary Nano Pump I,   23.50,    4.25,  84.68
40660,Capital Gremlin Compact Energy Neutralizer,   46.25,    8.38,  84.67
25898,Large Nanobot Accelerator I,   15.88,    2.88,  84.67
54393,High-grade Hydra Beta,   40.00,    7.25,  84.66
18817,Corelum B-Type Thermal Energized Membrane,   66.75,   12.13,  84.63
13834,True Sansha Tachyon Beam Laser,   15.13,    2.75,  84.62
91925,Federation Electronics Booster II,   23.88,    4.38,  84.51
41251,50000MN Quad LiF Restrained Microwarpdrive,   21.75,    4.00,  84.47
47298,Standup Multirole Missile Launcher II,   25.13,    4.63,  84.45
92820,Compressed Moissanite X-Grade,   34.50,    6.38,  84.40
4399,Medium Processor Overclocking Unit II,   58.38,   10.88,  84.30
15917,Republic Fleet EM Shield Amplifier,   14.75,    2.75,  84.29
25954,Large Semiconductor Memory Cell I,   14.75,    2.75,  84.29
19253,Gistum A-Type Kinetic Shield Amplifier,   16.75,    3.13,  84.28
41061,Federation Navy Warp Scrambler,   20.00,    3.75,  84.21
85668,Glorified Unstable Magnetic Field Stabilizer Mutaplasmid,   20.00,    3.75,  84.21
91973,State Hardpoint Booster III,   18.00,    3.38,  84.21
45618,Proteus Propulsion - Localized Injectors,   52.63,    9.88,  84.20
21011,Capital Turret Hardpoint,   26.63,    5.00,  84.19
15907,Republic Fleet Shield Boost Amplifier,   18.63,    3.50,  84.18
53302,Meson Exotic Plasma XL,   31.25,    5.88,  84.18
26322,Large Hyperspatial Velocity Optimizer II,   39.63,    7.50,  84.08
3481,Inherent Implants 'Noble' Hull Upgrades HG-1004,   26.38,    5.00,  84.06
87324,Navy Scan Pinpointing Array,   24.88,    4.75,  83.97
31003,Small EM Armor Reinforcer II,   17.00,    3.25,  83.95
22109,Mid-grade Crystal Delta,   52.25,   10.00,  83.94
93909,Republic Fleet Missile Guidance Enhancer,   16.88,    3.25,  83.85
20639,'Poacher' EM Shield Hardener,   13.63,    2.63,  83.85
15913,Caldari Navy Thermal Shield Amplifier,   14.25,    2.75,  83.82
31362,Capital Ancillary Current Router I,   20.00,    3.88,  83.77
31005,Medium EM Armor Reinforcer II,   41.25,    8.00,  83.76
27171,Zainou 'Beancounter' Industry BX-804,   29.63,    5.75,  83.75
3137,Zainou 'Deadeye' Rapid Launch RL-1004,   26.25,    5.13,  83.67
22137,Mid-grade Talisman Omega,   14.63,    2.88,  83.57
45587,Legion Defensive - Augmented Plating,   51.88,   10.25,  83.50
91975,Federation Hardpoint Booster III,   14.50,    2.88,  83.45
85645,Glorified Unstable Warp Scrambler Mutaplasmid,   17.00,    3.38,  83.44
40553,Gram II,   24.38,    4.88,  83.33
92455,Presidential Information Command Burst,   24.38,    4.88,  83.33
14222,Domination Medium Proton Smartbomb,   19.38,    3.88,  83.33
82175,Cormorant Navy Issue State Police SKIN,   18.13,    3.63,  83.33
3195,Eifyr and Co. 'Gunslinger' Surgical Strike SS-906,   26.75,    5.38,  83.27
40556,Templar II,   63.38,   12.75,  83.25
31374,Capital Capacitor Control Circuit I,   21.13,    4.25,  83.25
26414,Large Warhead Rigor Catalyst II,   19.88,    4.00,  83.25
31089,Small Salvage Tackle II,   44.63,    9.00,  83.22
47123,Standup Shadow,   13.63,    2.75,  83.21
17212,Sansha Brass Tag,   17.25,    3.50,  83.13
29059,Capital Graviton Reactor Unit,   32.63,    6.63,  83.12
33337,Promethium Mercurite,   23.38,    4.75,  83.11
41525,Capital Flex Armor Hardener II,   23.38,    4.75,  83.11
28801,Mid-grade Nomad Omega,   27.00,    5.50,  83.08
23115,Imperial Navy Infrared L,   52.63,   10.75,  83.04
20799,Domination EMP L,   19.38,    4.00,  82.89
3095,Eifyr and Co. 'Rogue' Evasive Maneuvering EM-706,   23.00,    4.75,  82.88
40355,Capital Azeotropic Restrained Shield Extender,   33.88,    7.00,  82.87
18853,Corpum B-Type Kinetic Energized Membrane,   39.88,    8.25,  82.86
462,Mega Pulse Laser I,   18.13,    3.75,  82.86
19053,Centum C-Type Medium Remote Armor Repairer,   72.38,   15.13,  82.71
33898,Large Transverse Bulkhead I,   34.00,    7.13,  82.67
13221,Zainou 'Deadeye' Medium Hybrid Turret MH-803,   15.50,    3.25,  82.67
31640,Medium Warhead Flare Catalyst II,   15.50,    3.25,  82.67
28440,Compressed Krystallos,   17.25,    3.63,  82.63
94153,Zealot Mandate of Faith SKIN,   13.63,    2.88,  82.58
31057,Small Trimark Armor Pump II,   70.88,   15.00,  82.53
14106,Domination 10MN Afterburner,   17.13,    3.63,  82.53
47334,Standup Focused Warp Disruptor II,   16.50,    3.50,  82.50
11548,Nuclear Reactor Unit,   27.63,    5.88,  82.46
92451,Tenzin’s Modified Guidance Disruptor,   29.88,    6.38,  82.41
31664,Medium Projectile Ambit Extension II,   19.88,    4.25,  82.38
14192,Dark Blood Medium EMP Smartbomb,   23.38,    5.00,  82.38
92964,Mamba Cryptic Ecdysis SKIN,   21.00,    4.50,  82.35
3118,Eifyr and Co. 'Rogue' Warp Drive Speed WS-613,   15.13,    3.25,  82.31
57127,High-grade Rapture Epsilon,   14.50,    3.13,  82.27
14178,True Sansha Medium Capacitor Booster,   37.00,    8.00,  82.22
40659,Capital Energy Neutralizer I,   17.88,    3.88,  82.18
34132,Pilot's Body Resculpt Certificate,   23.63,    5.13,  82.17
31496,Small Energy Metastasis Adjuster II,   13.25,    2.88,  82.17
19345,Gistum B-Type 50MN Microwarpdrive,   71.38,   15.50,  82.16
22112,Mid-grade Crystal Omega,   32.75,    7.13,  82.13
72903,Probe Fleet Issue,   22.38,    4.88,  82.11
17836,Federation Navy Kinetic Armor Hardener,   18.25,    4.00,  82.02
88853,Glorified Deepflow Adaptive Canister,   13.63,    3.00,  81.95
17838,Federation Navy Thermal Armor Hardener,   15.88,    3.50,  81.94
23174,Takmahl Fractal Sheet,   27.13,    6.00,  81.89
92456,Presidential Mining Foreman Burst,   36.13,    8.00,  81.87
30002,Fullerene Intercalated Sheets,   18.63,    4.13,  81.87
92462,Darter TP-600-I,   25.38,    5.63,  81.85
40563,Cyclops II,   26.50,    5.88,  81.85
2363,Heat Sink I,   19.13,    4.25,  81.82
3092,Zainou 'Gnome' Shield Operation SP-906,   27.50,    6.13,  81.78
31820,Capital Core Defense Operational Solidifier I,   19.00,    4.25,  81.72
54395,High-grade Hydra Delta,   20.63,    4.63,  81.68
29055,Capital Gravimetric Sensor Cluster,   13.38,    3.00,  81.68
47037,Standup Siren I,   21.00,    4.75,  81.55
31810,Small Core Defense Field Purger II,   17.13,    3.88,  81.55
37452,ORE Ice Mining Laser,   23.75,    5.38,  81.55
31111,Small Auxiliary Thrusters II,   33.13,    7.50,  81.54
19293,Gist A-Type Shield Boost Amplifier,   13.75,    3.13,  81.48
47747,Unstable 1MN Afterburner Mutaplasmid,   37.88,    8.63,  81.45
18845,Corpum C-Type Thermal Energized Membrane,   66.88,   15.25,  81.43
3154,Ion Blaster Cannon II,   14.75,    3.38,  81.38
35922,Standup Multirole Missile Launcher I,   29.88,    6.88,  81.29
90609,Exigent Mining Drone Mutaplasmid,   66.25,   15.25,  81.29
19083,Centum C-Type Medium Remote Capacitor Transmitter,   23.88,    5.50,  81.28
3119,Eifyr and Co. 'Rogue' Warp Drive Speed WS-618,   14.63,    3.38,  81.25
11542,Fernite Carbide Composite Armor Plate,   23.25,    5.38,  81.22
40690,Sentient Burst Jammer,   35.13,    8.13,  81.21
54777,GalvaSurge Condenser Pack L,   24.25,    5.63,  81.17
18680,Coreli C-Type 1MN Afterburner,   16.63,    3.88,  81.10
34412,Small Intact Hull Section,   28.38,    6.63,  81.07
33850,Federation Navy Drone Navigation Computer,   20.88,    4.88,  81.07
32819,Medium Ice Harvester Accelerator I,   23.00,    5.38,  81.06
15764,Federation Navy 50MN Microwarpdrive,   56.13,   13.13,  81.05
11551,Electrolytic Capacitor Unit,   21.25,    5.00,  80.95
93910,Torigo’s Modified Capacitor Flux Coil,   21.25,    5.00,  80.95
26436,Large EM Shield Reinforcer II,   70.63,   16.63,  80.95
81067,Repelling Shield Emitter,   13.75,    3.25,  80.88
92952,Mystic XL,   18.50,    4.38,  80.87
90490,Gravid Strip Miner Mutaplasmid,   77.50,   18.38,  80.83
18989,Corelum B-Type Medium Remote Armor Repairer,   40.00,    9.50,  80.81
85558,Glorified Unstable Stasis Webifier Mutaplasmid,   23.13,    5.50,  80.79
23117,Imperial Navy Microwave L,   63.50,   15.13,  80.76
19231,Pithum A-Type EM Shield Amplifier,  123.75,   29.50,  80.75
23111,Imperial Navy Ultraviolet L,   37.75,    9.00,  80.75
91974,Federation Hardpoint Booster II,   27.25,    6.50,  80.74
625,Augoror,   46.63,   11.13,  80.74
18943,Centus X-Type Kinetic Armor Hardener,   56.88,   13.63,  80.67
40558,Firbolg II,   18.25,    4.38,  80.66
15757,Republic Fleet 100MN Afterburner,   25.50,    6.13,  80.63
25278,Vermillion Cytoserocin,   22.38,    5.38,  80.63
57482,Genetic Safeguard Filter,   17.13,    4.13,  80.59
52308,Triglavian Encryption Methods,   22.75,    5.50,  80.53
91962,Imperial Hardpoint Booster I,   22.13,    5.38,  80.45
92514,Ultratidal Entropic Disintegrator II,   18.50,    4.50,  80.43
13920,Dread Guristas Rapid Light Missile Launcher,   39.00,    9.50,  80.41
31412,Small Semiconductor Memory Cell II,   30.75,    7.50,  80.39
28797,Mid-grade Nomad Beta,   31.13,    7.63,  80.32
12200,Mobile Large Warp Disruptor I,   19.38,    4.75,  80.31
54400,Mid-grade Hydra Gamma,   33.63,    8.25,  80.30
52224,Decayed Damage Control Mutaplasmid,   22.38,    5.50,  80.27
86262,Breacher Pod Clone Longevity,   45.25,   11.13,  80.27
52916,Baryon Exotic Plasma XL,   22.88,    5.63,  80.26
11534,Gravimetric Sensor Cluster,   30.38,    7.50,  80.20
19045,Corpus X-Type Large Armor Repairer,   84.75,   21.00,  80.14
27122,Inherent Implants 'Squire' Energy Pulse Weapons EP-705,   14.13,    3.50,  80.14
18855,Centum B-Type Kinetic Energized Membrane,   43.38,   10.75,  80.14
57467,Reaction-Orienting Neurolink Stabilizer,   15.63,    3.88,  80.13
44102,Defender Launcher I,   25.63,    6.38,  80.08
627,Thorax,   52.63,   13.13,  80.04
47754,Decayed 100MN Afterburner Mutaplasmid,   33.00,    8.25,  80.00
29620,Guristas Scourge XL Torpedo,   23.00,    5.75,  80.00
54782,StrikeSnipe Ultra L,   16.00,    4.00,  80.00
31067,Capital Nanobot Accelerator I,   13.50,    3.38,  80.00
42211,High-grade Asklepian Beta,   33.38,    8.38,  79.94
31017,Medium Explosive Armor Reinforcer II,   61.25,   15.38,  79.93
41214,Thukker Small Cap Battery,   44.25,   11.13,  79.91
36909,Antipharmakon Kosybo,   19.38,    4.88,  79.90
5723,Medium I-b Polarized Structural Regenerator,   17.38,    4.38,  79.89
52225,Gravid Damage Control Mutaplasmid,   28.25,    7.13,  79.86
40350,25000mm Rolled Tungsten Compact Plates,   42.00,   10.63,  79.81
29622,Guristas Mjolnir XL Torpedo,   23.13,    5.88,  79.74
3239,Inherent Implants 'Squire' Capacitor Management EM-806,   49.88,   12.75,  79.64
31414,Medium Semiconductor Memory Cell II,   16.13,    4.13,  79.63
15909,Caldari Navy EM Shield Amplifier,   21.00,    5.38,  79.62
9127,220mm Medium 'Scout' Autocannon I,   25.38,    6.50,  79.61
92458,Presidential Skirmish Command Burst,   24.88,    6.38,  79.60
23095,Imperial Navy Ultraviolet M,   23.88,    6.13,  79.58
1256,Shield Flux Coil II,   14.13,    3.63,  79.58
27184,Zainou 'Beancounter' Science SC-805,   18.50,    4.75,  79.57
3084,Zainou 'Gnome' Shield Management SM-706,   45.75,   11.75,  79.57
45624,Legion Core - Energy Parasitic Complex,   18.00,    4.63,  79.56
92464,Stigmella SD-300-I,   13.13,    3.38,  79.55
33620,Rogue Drone 42-X Nexus Chip,   17.00,    4.38,  79.53
11690,Superconductor Rails,   17.00,    4.38,  79.53
34126,Prototype Jump Drive Economizer,   31.50,    8.13,  79.50
